,geo,date,hicp_yoy,urate,hicp_yoy_lag1,hicp_yoy_lag2,hicp_yoy_lag3,urate_lag1,urate_lag2,urate_lag3
2612,EA20,2007-10-01,2.6,9.9,2.2,1.8,1.8,9.866666666666667,10.066666666666666,10.033333333333333
2613,EA20,2007-11-01,3.1,9.799999999999999,2.6,2.2,1.8,9.9,9.866666666666667,10.066666666666666
2614,EA20,2007-12-01,3.1,9.866666666666667,3.1,2.6,2.2,9.799999999999999,9.9,9.866666666666667
2615,EA20,2008-01-01,3.3,9.766666666666667,3.1,3.1,2.6,9.866666666666667,9.799999999999999,9.9
2616,EA20,2008-02-01,3.3,9.733333333333334,3.3,3.1,3.1,9.766666666666667,9.866666666666667,9.799999999999999
2617,EA20,2008-03-01,3.7,9.766666666666667,3.3,3.3,3.1,9.733333333333334,9.766666666666667,9.866666666666667
2618,EA20,2008-04-01,3.3,9.9,3.7,3.3,3.3,9.766666666666667,9.733333333333334,9.766666666666667
2619,EA20,2008-05-01,3.8,10.033333333333333,3.3,3.7,3.3,9.9,9.766666666666667,9.733333333333334
2620,EA20,2008-06-01,4.1,10.133333333333333,3.8,3.3,3.7,10.033333333333333,9.9,9.766666666666667
2621,EA20,2008-07-01,4.2,10.133333333333333,4.1,3.8,3.3,10.133333333333333,10.033333333333333,9.9
2622,EA20,2008-08-01,3.9,10.3,4.2,4.1,3.8,10.133333333333333,10.133333333333333,10.033333333333333
2623,EA20,2008-09-01,3.7,10.466666666666667,3.9,4.2,4.1,10.3,10.133333333333333,10.133333333333333
2624,EA20,2008-10-01,3.2,10.666666666666666,3.7,3.9,4.2,10.466666666666667,10.3,10.133333333333333
2625,EA20,2008-11-01,2.2,10.966666666666667,3.2,3.7,3.9,10.666666666666666,10.466666666666667,10.3
2626,EA20,2008-12-01,1.7,11.366666666666667,2.2,3.2,3.7,10.966666666666667,10.666666666666666,10.466666666666667
2627,EA20,2009-01-01,1.2,11.9,1.7,2.2,3.2,11.366666666666667,10.966666666666667,10.666666666666666
2628,EA20,2009-02-01,1.3,12.299999999999999,1.2,1.7,2.2,11.9,11.366666666666667,10.966666666666667
2629,EA20,2009-03-01,0.6,12.700000000000001,1.3,1.2,1.7,12.299999999999999,11.9,11.366666666666667
2630,EA20,2009-04-01,0.7,12.9,0.6,1.3,1.2,12.700000000000001,12.299999999999999,11.9
2631,EA20,2009-05-01,0.1,13.066666666666668,0.7,0.6,1.3,12.9,12.700000000000001,12.299999999999999
2632,EA20,2009-06-01,-0.1,13.133333333333333,0.1,0.7,0.6,13.066666666666668,12.9,12.700000000000001
2633,EA20,2009-07-01,-0.6,13.333333333333334,-0.1,0.1,0.7,13.133333333333333,13.066666666666668,12.9
2634,EA20,2009-08-01,-0.1,13.4,-0.6,-0.1,0.1,13.333333333333334,13.133333333333333,13.066666666666668
2635,EA20,2009-09-01,-0.3,13.566666666666668,-0.1,-0.6,-0.1,13.4,13.333333333333334,13.133333333333333
2636,EA20,2009-10-01,-0.1,13.633333333333333,-0.3,-0.1,-0.6,13.566666666666668,13.4,13.333333333333334
2637,EA20,2009-11-01,0.5,13.700000000000001,-0.1,-0.3,-0.1,13.633333333333333,13.566666666666668,13.4
2638,EA20,2009-12-01,0.9,13.666666666666666,0.5,-0.1,-0.3,13.700000000000001,13.633333333333333,13.566666666666668
2639,EA20,2010-01-01,0.9,13.799999999999999,0.9,0.5,-0.1,13.666666666666666,13.700000000000001,13.633333333333333
2640,EA20,2010-02-01,0.8,13.866666666666667,0.9,0.9,0.5,13.799999999999999,13.666666666666666,13.700000000000001
2641,EA20,2010-03-01,1.6,13.799999999999999,0.8,0.9,0.9,13.866666666666667,13.799999999999999,13.666666666666666
2642,EA20,2010-04-01,1.6,13.933333333333332,1.6,0.8,0.9,13.799999999999999,13.866666666666667,13.799999999999999
2643,EA20,2010-05-01,1.7,13.933333333333332,1.6,1.6,0.8,13.933333333333332,13.799999999999999,13.866666666666667
2644,EA20,2010-06-01,1.5,13.9,1.7,1.6,1.6,13.933333333333332,13.933333333333332,13.799999999999999
2645,EA20,2010-07-01,1.7,13.733333333333334,1.5,1.7,1.6,13.9,13.933333333333332,13.933333333333332
2646,EA20,2010-08-01,1.6,13.700000000000001,1.7,1.5,1.7,13.733333333333334,13.9,13.933333333333332
2647,EA20,2010-09-01,1.9,13.733333333333334,1.6,1.7,1.5,13.700000000000001,13.733333333333334,13.9
2648,EA20,2010-10-01,1.9,13.733333333333334,1.9,1.6,1.7,13.733333333333334,13.700000000000001,13.733333333333334
2649,EA20,2010-11-01,1.9,13.633333333333333,1.9,1.9,1.6,13.733333333333334,13.733333333333334,13.700000000000001
2650,EA20,2010-12-01,2.2,13.700000000000001,1.9,1.9,1.9,13.633333333333333,13.733333333333334,13.733333333333334
2651,EA20,2011-01-01,2.3,13.6,2.2,1.9,1.9,13.700000000000001,13.633333333333333,13.733333333333334
2652,EA20,2011-02-01,2.4,13.6,2.3,2.2,1.9,13.6,13.700000000000001,13.633333333333333
2653,EA20,2011-03-01,2.7,13.633333333333333,2.4,2.3,2.2,13.6,13.6,13.700000000000001
2654,EA20,2011-04-01,2.8,13.5,2.7,2.4,2.3,13.633333333333333,13.6,13.6
2655,EA20,2011-05-01,2.7,13.533333333333333,2.8,2.7,2.4,13.5,13.633333333333333,13.6
2656,EA20,2011-06-01,2.7,13.566666666666668,2.7,2.8,2.7,13.533333333333333,13.5,13.633333333333333
2657,EA20,2011-07-01,2.6,13.700000000000001,2.7,2.7,2.8,13.566666666666668,13.533333333333333,13.5
2658,EA20,2011-08-01,2.6,13.799999999999999,2.6,2.7,2.7,13.700000000000001,13.566666666666668,13.533333333333333
2659,EA20,2011-09-01,3.0,13.933333333333332,2.6,2.6,2.7,13.799999999999999,13.700000000000001,13.566666666666668
2660,EA20,2011-10-01,3.0,14.1,3.0,2.6,2.6,13.933333333333332,13.799999999999999,13.700000000000001
2661,EA20,2011-11-01,3.0,14.200000000000001,3.0,3.0,2.6,14.1,13.933333333333332,13.799999999999999
2662,EA20,2011-12-01,2.8,14.366666666666667,3.0,3.0,3.0,14.200000000000001,14.1,13.933333333333332
2663,EA20,2012-01-01,2.6,14.5,2.8,3.0,3.0,14.366666666666667,14.200000000000001,14.1
2664,EA20,2012-02-01,2.7,14.666666666666666,2.6,2.8,3.0,14.5,14.366666666666667,14.200000000000001
2665,EA20,2012-03-01,2.7,14.966666666666667,2.7,2.6,2.8,14.666666666666666,14.5,14.366666666666667
2666,EA20,2012-04-01,2.6,15.033333333333333,2.7,2.7,2.6,14.966666666666667,14.666666666666666,14.5
2667,EA20,2012-05-01,2.4,15.133333333333333,2.6,2.7,2.7,15.033333333333333,14.966666666666667,14.666666666666666
2668,EA20,2012-06-01,2.4,15.266666666666666,2.4,2.6,2.7,15.133333333333333,15.033333333333333,14.966666666666667
2669,EA20,2012-07-01,2.4,15.399999999999999,2.4,2.4,2.6,15.266666666666666,15.133333333333333,15.033333333333333
2670,EA20,2012-08-01,2.6,15.433333333333332,2.4,2.4,2.4,15.399999999999999,15.266666666666666,15.133333333333333
2671,EA20,2012-09-01,2.6,15.633333333333333,2.6,2.4,2.4,15.433333333333332,15.399999999999999,15.266666666666666
2672,EA20,2012-10-01,2.5,15.799999999999999,2.6,2.6,2.4,15.633333333333333,15.433333333333332,15.399999999999999
2673,EA20,2012-11-01,2.2,15.966666666666667,2.5,2.6,2.6,15.799999999999999,15.633333333333333,15.433333333333332
2674,EA20,2012-12-01,2.2,15.933333333333332,2.2,2.5,2.6,15.966666666666667,15.799999999999999,15.633333333333333
2675,EA20,2013-01-01,2.0,16.166666666666668,2.2,2.2,2.5,15.933333333333332,15.966666666666667,15.799999999999999
2676,EA20,2013-02-01,1.9,16.133333333333333,2.0,2.2,2.2,16.166666666666668,15.933333333333332,15.966666666666667
2677,EA20,2013-03-01,1.7,16.099999999999998,1.9,2.0,2.2,16.133333333333333,16.166666666666668,15.933333333333332
2678,EA20,2013-04-01,1.2,16.099999999999998,1.7,1.9,2.0,16.099999999999998,16.133333333333333,16.166666666666668
2679,EA20,2013-05-01,1.4,16.066666666666666,1.2,1.7,1.9,16.099999999999998,16.099999999999998,16.133333333333333
2680,EA20,2013-06-01,1.6,16.033333333333335,1.4,1.2,1.7,16.066666666666666,16.099999999999998,16.099999999999998
2681,EA20,2013-07-01,1.6,16.033333333333335,1.6,1.4,1.2,16.033333333333335,16.066666666666666,16.099999999999998
2682,EA20,2013-08-01,1.3,16.0,1.6,1.6,1.4,16.033333333333335,16.033333333333335,16.066666666666666
2683,EA20,2013-09-01,1.1,16.066666666666666,1.3,1.6,1.6,16.0,16.033333333333335,16.033333333333335
2684,EA20,2013-10-01,0.7,15.966666666666667,1.1,1.3,1.6,16.066666666666666,16.0,16.033333333333335
2685,EA20,2013-11-01,0.9,15.933333333333332,0.7,1.1,1.3,15.966666666666667,16.066666666666666,16.0
2686,EA20,2013-12-01,0.8,15.9,0.9,0.7,1.1,15.933333333333332,15.966666666666667,16.066666666666666
2687,EA20,2014-01-01,0.8,15.966666666666667,0.8,0.9,0.7,15.9,15.933333333333332,15.966666666666667
2688,EA20,2014-02-01,0.7,15.9,0.8,0.8,0.9,15.966666666666667,15.9,15.933333333333332
2689,EA20,2014-03-01,0.5,15.866666666666667,0.7,0.8,0.8,15.9,15.966666666666667,15.9
2690,EA20,2014-04-01,0.7,15.666666666666666,0.5,0.7,0.8,15.866666666666667,15.9,15.966666666666667
2691,EA20,2014-05-01,0.5,15.633333333333335,0.7,0.5,0.7,15.666666666666666,15.866666666666667,15.9
2692,EA20,2014-06-01,0.5,15.4,0.5,0.7,0.5,15.633333333333335,15.666666666666666,15.866666666666667
2693,EA20,2014-07-01,0.4,15.566666666666668,0.5,0.5,0.7,15.4,15.633333333333335,15.666666666666666
2694,EA20,2014-08-01,0.4,15.333333333333334,0.4,0.5,0.5,15.566666666666668,15.4,15.633333333333335
2695,EA20,2014-09-01,0.3,15.366666666666667,0.4,0.4,0.5,15.333333333333334,15.566666666666668,15.4
2696,EA20,2014-10-01,0.4,15.333333333333334,0.3,0.4,0.4,15.366666666666667,15.333333333333334,15.566666666666668
2697,EA20,2014-11-01,0.3,15.366666666666667,0.4,0.3,0.4,15.333333333333334,15.366666666666667,15.333333333333334
2698,EA20,2014-12-01,-0.2,15.166666666666666,0.3,0.4,0.3,15.366666666666667,15.333333333333334,15.366666666666667
2699,EA20,2015-01-01,-0.6,15.033333333333333,-0.2,0.3,0.4,15.166666666666666,15.366666666666667,15.333333333333334
2700,EA20,2015-02-01,-0.3,15.0,-0.6,-0.2,0.3,15.033333333333333,15.166666666666666,15.366666666666667
2701,EA20,2015-03-01,-0.1,14.966666666666667,-0.3,-0.6,-0.2,15.0,15.033333333333333,15.166666666666666
2702,EA20,2015-04-01,0.2,14.833333333333334,-0.1,-0.3,-0.6,14.966666666666667,15.0,15.033333333333333
2703,EA20,2015-05-01,0.6,14.766666666666666,0.2,-0.1,-0.3,14.833333333333334,14.966666666666667,15.0
2704,EA20,2015-06-01,0.5,14.766666666666666,0.6,0.2,-0.1,14.766666666666666,14.833333333333334,14.966666666666667
2705,EA20,2015-07-01,0.5,14.433333333333332,0.5,0.6,0.2,14.766666666666666,14.766666666666666,14.833333333333334
2706,EA20,2015-08-01,0.4,14.4,0.5,0.5,0.6,14.433333333333332,14.766666666666666,14.766666666666666
2707,EA20,2015-09-01,0.2,14.4,0.4,0.5,0.5,14.4,14.433333333333332,14.766666666666666
2708,EA20,2015-10-01,0.4,14.4,0.2,0.4,0.5,14.4,14.4,14.433333333333332
2709,EA20,2015-11-01,0.1,14.133333333333333,0.4,0.2,0.4,14.4,14.4,14.4
2710,EA20,2015-12-01,0.3,14.166666666666666,0.1,0.4,0.2,14.133333333333333,14.4,14.4
2711,EA20,2016-01-01,0.3,14.033333333333333,0.3,0.1,0.4,14.166666666666666,14.133333333333333,14.4
2712,EA20,2016-02-01,-0.1,14.0,0.3,0.3,0.1,14.033333333333333,14.166666666666666,14.133333333333333
2713,EA20,2016-03-01,0.0,13.833333333333334,-0.1,0.3,0.3,14.0,14.033333333333333,14.166666666666666
2714,EA20,2016-04-01,-0.3,13.833333333333334,0.0,-0.1,0.3,13.833333333333334,14.0,14.033333333333333
2715,EA20,2016-05-01,-0.1,13.666666666666666,-0.3,0.0,-0.1,13.833333333333334,13.833333333333334,14.0
2716,EA20,2016-06-01,0.0,13.633333333333333,-0.1,-0.3,0.0,13.666666666666666,13.833333333333334,13.833333333333334
2717,EA20,2016-07-01,0.2,13.466666666666667,0.0,-0.1,-0.3,13.633333333333333,13.666666666666666,13.833333333333334
2718,EA20,2016-08-01,0.2,13.333333333333334,0.2,0.0,-0.1,13.466666666666667,13.633333333333333,13.666666666666666
2719,EA20,2016-09-01,0.4,13.299999999999999,0.2,0.2,0.0,13.333333333333334,13.466666666666667,13.633333333333333
2720,EA20,2016-10-01,0.5,13.200000000000001,0.4,0.2,0.2,13.299999999999999,13.333333333333334,13.466666666666667
2721,EA20,2016-11-01,0.6,13.333333333333334,0.5,0.4,0.2,13.200000000000001,13.299999999999999,13.333333333333334
2722,EA20,2016-12-01,1.1,13.1,0.6,0.5,0.4,13.333333333333334,13.200000000000001,13.299999999999999
2723,EA20,2017-01-01,1.7,12.866666666666665,1.1,0.6,0.5,13.1,13.333333333333334,13.200000000000001
2724,EA20,2017-02-01,2.0,12.666666666666666,1.7,1.1,0.6,12.866666666666665,13.1,13.333333333333334
2725,EA20,2017-03-01,1.5,12.666666666666666,2.0,1.7,1.1,12.666666666666666,12.866666666666665,13.1
2726,EA20,2017-04-01,1.9,12.5,1.5,2.0,1.7,12.666666666666666,12.666666666666666,12.866666666666665
2727,EA20,2017-05-01,1.4,12.5,1.9,1.5,2.0,12.5,12.666666666666666,12.666666666666666
2728,EA20,2017-06-01,1.3,12.199999999999998,1.4,1.9,1.5,12.5,12.5,12.666666666666666
2729,EA20,2017-07-01,1.3,12.1,1.3,1.4,1.9,12.199999999999998,12.5,12.5
2730,EA20,2017-08-01,1.5,12.033333333333333,1.3,1.3,1.4,12.1,12.199999999999998,12.5
2731,EA20,2017-09-01,1.6,11.933333333333332,1.5,1.3,1.3,12.033333333333333,12.1,12.199999999999998
2732,EA20,2017-10-01,1.4,11.799999999999999,1.6,1.5,1.3,11.933333333333332,12.033333333333333,12.1
2733,EA20,2017-11-01,1.5,11.766666666666666,1.4,1.6,1.5,11.799999999999999,11.933333333333332,12.033333333333333
2734,EA20,2017-12-01,1.3,11.633333333333333,1.5,1.4,1.6,11.766666666666666,11.799999999999999,11.933333333333332
2735,EA20,2018-01-01,1.3,11.633333333333333,1.3,1.5,1.4,11.633333333333333,11.766666666666666,11.799999999999999
2736,EA20,2018-02-01,1.1,11.533333333333331,1.3,1.3,1.5,11.633333333333333,11.633333333333333,11.766666666666666
2737,EA20,2018-03-01,1.4,11.4,1.1,1.3,1.3,11.533333333333331,11.633333333333333,11.633333333333333
2738,EA20,2018-04-01,1.2,11.266666666666666,1.4,1.1,1.3,11.4,11.533333333333331,11.633333333333333
2739,EA20,2018-05-01,2.0,11.100000000000001,1.2,1.4,1.1,11.266666666666666,11.4,11.533333333333331
2740,EA20,2018-06-01,2.0,11.0,2.0,1.2,1.4,11.100000000000001,11.266666666666666,11.4
2741,EA20,2018-07-01,2.2,10.9,2.0,2.0,1.2,11.0,11.100000000000001,11.266666666666666
2742,EA20,2018-08-01,2.1,10.833333333333334,2.2,2.0,2.0,10.9,11.0,11.100000000000001
2743,EA20,2018-09-01,2.1,10.799999999999999,2.1,2.2,2.0,10.833333333333334,10.9,11.0
2744,EA20,2018-10-01,2.3,10.833333333333334,2.1,2.1,2.2,10.799999999999999,10.833333333333334,10.9
2745,EA20,2018-11-01,1.9,10.6,2.3,2.1,2.1,10.833333333333334,10.799999999999999,10.833333333333334
2746,EA20,2018-12-01,1.5,10.566666666666668,1.9,2.3,2.1,10.6,10.833333333333334,10.799999999999999
2747,EA20,2019-01-01,1.4,10.6,1.5,1.9,2.3,10.566666666666668,10.6,10.833333333333334
2748,EA20,2019-02-01,1.5,10.5,1.4,1.5,1.9,10.6,10.566666666666668,10.6
2749,EA20,2019-03-01,1.4,10.4,1.5,1.4,1.5,10.5,10.6,10.566666666666668
2750,EA20,2019-04-01,1.7,10.366666666666667,1.4,1.5,1.4,10.4,10.5,10.6
2751,EA20,2019-05-01,1.2,10.233333333333333,1.7,1.4,1.5,10.366666666666667,10.4,10.5
2752,EA20,2019-06-01,1.3,10.066666666666666,1.2,1.7,1.4,10.233333333333333,10.366666666666667,10.4
2753,EA20,2019-07-01,1.0,10.066666666666666,1.3,1.2,1.7,10.066666666666666,10.233333333333333,10.366666666666667
2754,EA20,2019-08-01,1.0,10.0,1.0,1.3,1.2,10.066666666666666,10.066666666666666,10.233333333333333
2755,EA20,2019-09-01,0.8,10.066666666666668,1.0,1.0,1.3,10.0,10.066666666666666,10.066666666666666
2756,EA20,2019-10-01,0.7,10.1,0.8,1.0,1.0,10.066666666666668,10.0,10.066666666666666
2757,EA20,2019-11-01,1.0,10.166666666666666,0.7,0.8,1.0,10.1,10.066666666666668,10.0
2758,EA20,2019-12-01,1.3,10.200000000000001,1.0,0.7,0.8,10.166666666666666,10.1,10.066666666666668
2759,EA20,2020-01-01,1.4,10.200000000000001,1.3,1.0,0.7,10.200000000000001,10.166666666666666,10.1
2760,EA20,2020-02-01,1.2,10.0,1.4,1.3,1.0,10.200000000000001,10.200000000000001,10.166666666666666
2761,EA20,2020-03-01,0.7,9.966666666666667,1.2,1.4,1.3,10.0,10.200000000000001,10.200000000000001
2762,EA20,2020-04-01,0.3,10.433333333333332,0.7,1.2,1.4,9.966666666666667,10.0,10.200000000000001
2763,EA20,2020-05-01,0.1,10.933333333333332,0.3,0.7,1.2,10.433333333333332,9.966666666666667,10.0
2764,EA20,2020-06-01,0.3,11.433333333333332,0.1,0.3,0.7,10.933333333333332,10.433333333333332,9.966666666666667
2765,EA20,2020-07-01,0.4,11.9,0.3,0.1,0.3,11.433333333333332,10.933333333333332,10.433333333333332
2766,EA20,2020-08-01,-0.2,12.033333333333331,0.4,0.3,0.1,11.9,11.433333333333332,10.933333333333332
2767,EA20,2020-09-01,-0.3,11.733333333333334,-0.2,0.4,0.3,12.033333333333331,11.9,11.433333333333332
2768,EA20,2020-10-01,-0.3,11.466666666666669,-0.3,-0.2,0.4,11.733333333333334,12.033333333333331,11.9
2769,EA20,2020-11-01,-0.3,11.333333333333334,-0.3,-0.3,-0.2,11.466666666666669,11.733333333333334,12.033333333333331
2770,EA20,2020-12-01,-0.3,11.366666666666665,-0.3,-0.3,-0.3,11.333333333333334,11.466666666666669,11.733333333333334
2771,EA20,2021-01-01,0.9,11.5,-0.3,-0.3,-0.3,11.366666666666665,11.333333333333334,11.466666666666669
2772,EA20,2021-02-01,0.9,11.466666666666669,0.9,-0.3,-0.3,11.5,11.366666666666665,11.333333333333334
2773,EA20,2021-03-01,1.3,11.333333333333334,0.9,0.9,-0.3,11.466666666666669,11.5,11.366666666666665
2774,EA20,2021-04-01,1.6,11.466666666666669,1.3,0.9,0.9,11.333333333333334,11.466666666666669,11.5
2775,EA20,2021-05-01,2.0,11.066666666666668,1.6,1.3,0.9,11.466666666666669,11.333333333333334,11.466666666666669
2776,EA20,2021-06-01,1.9,10.700000000000001,2.0,1.6,1.3,11.066666666666668,11.466666666666669,11.333333333333334
2777,EA20,2021-07-01,2.2,10.266666666666667,1.9,2.0,1.6,10.700000000000001,11.066666666666668,11.466666666666669
2778,EA20,2021-08-01,3.0,10.1,2.2,1.9,2.0,10.266666666666667,10.700000000000001,11.066666666666668
2779,EA20,2021-09-01,3.4,9.833333333333334,3.0,2.2,1.9,10.1,10.266666666666667,10.700000000000001
2780,EA20,2021-10-01,4.1,9.700000000000001,3.4,3.0,2.2,9.833333333333334,10.1,10.266666666666667
2781,EA20,2021-11-01,4.9,9.566666666666666,4.1,3.4,3.0,9.700000000000001,9.833333333333334,10.1
2782,EA20,2021-12-01,5.0,9.4,4.9,4.1,3.4,9.566666666666666,9.700000000000001,9.833333333333334
2783,EA20,2022-01-01,5.1,9.266666666666667,5.0,4.9,4.1,9.4,9.566666666666666,9.700000000000001
2784,EA20,2022-02-01,5.9,9.1,5.1,5.0,4.9,9.266666666666667,9.4,9.566666666666666
2785,EA20,2022-03-01,7.4,9.133333333333333,5.9,5.1,5.0,9.1,9.266666666666667,9.4
2786,EA20,2022-04-01,7.5,9.166666666666666,7.4,5.9,5.1,9.133333333333333,9.1,9.266666666666667
2787,EA20,2022-05-01,8.1,9.033333333333333,7.5,7.4,5.9,9.166666666666666,9.133333333333333,9.1
2788,EA20,2022-06-01,8.7,9.233333333333333,8.1,7.5,7.4,9.033333333333333,9.166666666666666,9.133333333333333
2789,EA20,2022-07-01,8.9,9.066666666666666,8.7,8.1,7.5,9.233333333333333,9.033333333333333,9.166666666666666
2790,EA20,2022-08-01,9.2,9.166666666666666,8.9,8.7,8.1,9.066666666666666,9.233333333333333,9.033333333333333
2791,EA20,2022-09-01,9.9,9.166666666666666,9.2,8.9,8.7,9.166666666666666,9.066666666666666,9.233333333333333
2792,EA20,2022-10-01,10.6,8.966666666666667,9.9,9.2,8.9,9.166666666666666,9.166666666666666,9.066666666666666
2793,EA20,2022-11-01,10.1,9.033333333333333,10.6,9.9,9.2,8.966666666666667,9.166666666666666,9.166666666666666
2794,EA20,2022-12-01,9.2,9.033333333333333,10.1,10.6,9.9,9.033333333333333,8.966666666666667,9.166666666666666
2795,EA20,2023-01-01,8.7,8.966666666666667,9.2,10.1,10.6,9.033333333333333,9.033333333333333,8.966666666666667
2796,EA20,2023-02-01,8.5,8.866666666666667,8.7,9.2,10.1,8.966666666666667,9.033333333333333,9.033333333333333
2797,EA20,2023-03-01,6.9,8.799999999999999,8.5,8.7,9.2,8.866666666666667,8.966666666666667,9.033333333333333
2798,EA20,2023-04-01,7.0,8.799999999999999,6.9,8.5,8.7,8.799999999999999,8.866666666666667,8.966666666666667
2799,EA20,2023-05-01,6.1,8.799999999999999,7.0,6.9,8.5,8.799999999999999,8.799999999999999,8.866666666666667
2800,EA20,2023-06-01,5.5,8.799999999999999,6.1,7.0,6.9,8.799999999999999,8.799999999999999,8.799999999999999
2801,EA20,2023-07-01,5.3,8.966666666666667,5.5,6.1,7.0,8.799999999999999,8.799999999999999,8.799999999999999
2802,EA20,2023-08-01,5.2,9.0,5.3,5.5,6.1,8.966666666666667,8.799999999999999,8.799999999999999
2803,EA20,2023-09-01,4.3,9.066666666666666,5.2,5.3,5.5,9.0,8.966666666666667,8.799999999999999
2804,EA20,2023-10-01,2.9,9.133333333333333,4.3,5.2,5.3,9.066666666666666,9.0,8.966666666666667
2805,EA20,2023-11-01,2.4,9.033333333333333,2.9,4.3,5.2,9.133333333333333,9.066666666666666,9.0
2806,EA20,2023-12-01,2.9,9.0,2.4,2.9,4.3,9.033333333333333,9.133333333333333,9.066666666666666
2807,EA20,2024-01-01,2.8,9.0,2.9,2.4,2.9,9.0,9.033333333333333,9.133333333333333
2808,EA20,2024-02-01,2.6,9.033333333333333,2.8,2.9,2.4,9.0,9.0,9.033333333333333
2809,EA20,2024-03-01,2.4,8.9,2.6,2.8,2.9,9.033333333333333,9.0,9.0
2810,EA20,2024-04-01,2.4,8.799999999999999,2.4,2.6,2.8,8.9,9.033333333333333,9.0
2811,EA20,2024-05-01,2.6,8.866666666666667,2.4,2.4,2.6,8.799999999999999,8.9,9.033333333333333
2812,EA20,2024-06-01,2.5,8.866666666666667,2.6,2.4,2.4,8.866666666666667,8.799999999999999,8.9
2813,EA20,2024-07-01,2.6,8.966666666666667,2.5,2.6,2.4,8.866666666666667,8.866666666666667,8.799999999999999
2814,EA20,2024-08-01,2.2,8.866666666666667,2.6,2.5,2.6,8.966666666666667,8.866666666666667,8.866666666666667
2815,EA20,2024-09-01,1.7,8.833333333333334,2.2,2.6,2.5,8.866666666666667,8.966666666666667,8.866666666666667
2816,EA20,2024-10-01,2.0,8.766666666666667,1.7,2.2,2.6,8.833333333333334,8.866666666666667,8.966666666666667
2817,EA20,2024-11-01,2.2,8.733333333333333,2.0,1.7,2.2,8.766666666666667,8.833333333333334,8.866666666666667
2818,EA20,2024-12-01,2.4,8.700000000000001,2.2,2.0,1.7,8.733333333333333,8.766666666666667,8.833333333333334
2819,EA20,2025-01-01,2.5,8.833333333333334,2.4,2.2,2.0,8.700000000000001,8.733333333333333,8.766666666666667
2820,EA20,2025-02-01,2.3,8.833333333333334,2.5,2.4,2.2,8.833333333333334,8.700000000000001,8.733333333333333
2821,EA20,2025-03-01,2.2,8.9,2.3,2.5,2.4,8.833333333333334,8.833333333333334,8.700000000000001
2822,EA20,2025-04-01,2.2,8.766666666666667,2.2,2.3,2.5,8.9,8.833333333333334,8.833333333333334
2823,EA20,2025-05-01,1.9,8.866666666666667,2.2,2.2,2.3,8.766666666666667,8.9,8.833333333333334
2824,EA20,2025-06-01,2.0,8.866666666666667,1.9,2.2,2.2,8.866666666666667,8.766666666666667,8.9
2825,EA20,2025-07-01,2.0,8.799999999999999,2.0,1.9,2.2,8.866666666666667,8.866666666666667,8.766666666666667
2826,EA20,2025-08-01,2.0,8.833333333333334,2.0,2.0,1.9,8.799999999999999,8.866666666666667,8.866666666666667
2827,EA20,2025-09-01,2.2,8.9,2.0,2.0,2.0,8.833333333333334,8.799999999999999,8.866666666666667
2828,EA20,2025-10-01,2.1,8.9,2.2,2.0,2.0,8.9,8.833333333333334,8.799999999999999
2832,EE,2000-06-01,3.1,16.433333333333334,2.8,3.0,3.1,16.633333333333333,17.466666666666665,16.866666666666664
2833,EE,2000-07-01,4.0,16.333333333333332,3.1,2.8,3.0,16.433333333333334,16.633333333333333,17.466666666666665
2834,EE,2000-08-01,4.4,16.833333333333332,4.0,3.1,2.8,16.333333333333332,16.433333333333334,16.633333333333333
2835,EE,2000-09-01,4.7,17.066666666666666,4.4,4.0,3.1,16.833333333333332,16.333333333333332,16.433333333333334
2836,EE,2000-10-01,5.4,17.2,4.7,4.4,4.0,17.066666666666666,16.833333333333332,16.333333333333332
2837,EE,2000-11-01,5.7,17.133333333333333,5.4,4.7,4.4,17.2,17.066666666666666,16.833333333333332
2838,EE,2000-12-01,5.0,17.466666666666665,5.7,5.4,4.7,17.133333333333333,17.2,17.066666666666666
2839,EE,2001-01-01,5.6,17.633333333333333,5.0,5.7,5.4,17.466666666666665,17.133333333333333,17.2
2840,EE,2001-02-01,6.0,17.033333333333335,5.6,5.0,5.7,17.633333333333333,17.466666666666665,17.133333333333333
2841,EE,2001-03-01,5.7,17.03333333333333,6.0,5.6,5.0,17.033333333333335,17.633333333333333,17.466666666666665
2842,EE,2001-04-01,6.3,17.0,5.7,6.0,5.6,17.03333333333333,17.033333333333335,17.633333333333333
2843,EE,2001-05-01,6.8,16.633333333333333,6.3,5.7,6.0,17.0,17.03333333333333,17.033333333333335
2844,EE,2001-06-01,6.7,15.866666666666667,6.8,6.3,5.7,16.633333333333333,17.0,17.03333333333333
2845,EE,2001-07-01,5.9,15.533333333333331,6.7,6.8,6.3,15.866666666666667,16.633333333333333,17.0
2846,EE,2001-08-01,5.8,14.9,5.9,6.7,6.8,15.533333333333331,15.866666666666667,16.633333333333333
2847,EE,2001-09-01,5.7,14.9,5.8,5.9,6.7,14.9,15.533333333333331,15.866666666666667
2848,EE,2001-10-01,4.8,13.833333333333334,5.7,5.8,5.9,14.9,14.9,15.533333333333331
2849,EE,2001-11-01,4.2,14.166666666666666,4.8,5.7,5.8,13.833333333333334,14.9,14.9
2850,EE,2001-12-01,4.2,13.566666666666668,4.2,4.8,5.7,14.166666666666666,13.833333333333334,14.9
